Str,Sold,ExtP$,Day,WDay,Hr
AAW,14,898.16,1,Mon,18
AAW,36,1251.72,1,Fri,18
AAW,12,824.39,1,Mon,19
AAW,10,327.42,1,Fri,19
AAW,3,42.97,2,Tue,9
AAW,3,195.97,2,Wed,9
AAW,10,323.42,2,Sat,9
AAW,6,248.47,2,Tue,10
AAW,2,83.98,2,Wed,10
AAW,23,1273.24,2,Sat,10
AAW,5,312.64,2,Tue,11
AAW,10,534.17,2,Wed,11
AAW,60,2228.68,2,Sat,11
AAW,11,572.89,2,Tue,12
AAW,14,461.63,2,Wed,12
AAW,37,1681.75,2,Sat,12
AAW,6,698.94,2,Tue,13
AAW,5,364.95,2,Wed,13
AAW,89,2802.89,2,Sat,13
AAW,4,262.96,2,Tue,14
AAW,5,224.55,2,Wed,14
AAW,47,2074.96,2,Sat,14
AAW,21,550.95,2,Tue,15
AAW,3,137.97,2,Wed,15
AAW,57,2859.36,2,Sat,15
AAW,18,721.00,2,Tue,16
AAW,8,470.32,2,Wed,16
AAW,48,1181.25,2,Sat,16
AAW,5,354.85,2,Tue,17
AAW,19,1102.31,2,Wed,17
AAW,31,1050.38,2,Sat,17
AAW,8,491.91,2,Tue,18
AAW,3,8.96,2,Wed,18
AAW,4,119.49,2,Sat,18
AAW,2,194.98,2,Tue,19
AAW,1,30.99,2,Tue,20
AAW,1,89.99,3,Wed,9
AAW,3,17.49,3,Thu,10
AAW,0,69.99,3,Sun,11
AAW,7,402.19,3,Wed,11
AAW,22,1374.26,3,Sun,12
AAW,3,137.77,3,Wed,12
AAW,4,236.87,3,Thu,12
AAW,46,2350.28,3,Sun,13
AAW,6,431.95,3,Wed,13
AAW,1,-3.01,3,Thu,13
AAW,58,2542.86,3,Sun,14
AAW,16,815.30,3,Wed,14
AAW,13,950.68,3,Thu,14
AAW,25,1257.56,3,Sun,15
AAW,8,238.42,3,Wed,15
AAW,20,644.86,3,Thu,15
AAW,22,895.02,3,Sun,16
AAW,2,14.99,3,Wed,16
AAW,9,403.31,3,Thu,16
AAW,5,111.55,3,Sun,17
AAW,3,160.97,3,Wed,17
AAW,4,250.97,3,Thu,17
AAW,3,180.98,3,Wed,18
AAW,3,271.97,3,Wed,19
AAW,1,114.99,3,Wed,20
AAW,9,320.48,4,Thu,9
AAW,3,249.98,4,Fri,9
AAW,7,319.97,4,Thu,10
AAW,0,87.00,4,Fri,10
AAW,1,61.49,4,Mon,11
AAW,4,446.96,4,Thu,11
AAW,10,448.90,4,Fri,11
AAW,9,225.44,4,Mon,12
AAW,6,454.44,4,Thu,12
AAW,12,567.59,4,Fri,12
AAW,17,892.19,4,Mon,13
AAW,1,114.99,4,Thu,13
AAW,11,543.89,4,Fri,13
AAW,16,745.66,4,Mon,14
AAW,12,464.80,4,Thu,14
AAW,7,437.92,4,Fri,14
AAW,11,819.16,4,Mon,15
AAW,28,503.20,4,Thu,15
AAW,7,249.44,4,Fri,15
AAW,10,345.32,4,Mon,16
AAW,1,59.99,4,Thu,16
AAW,13,432.48,4,Fri,16
AAW,11,639.89,4,Mon,17
AAW,13,656.87,4,Thu,17
AAW,9,740.91,4,Fri,17
AAW,35,818.97,4,Mon,18
AAW,3,214.73,4,Thu,18
AAW,3,244.98,4,Fri,18
AAW,9,185.94,4,Mon,19
AAW,31,615.76,4,Thu,19
AAW,1,0.00,5,Fri,8
AAW,1,-0.01,5,Tue,9
AAW,1,98.99,5,Fri,10
AAW,2,136.98,5,Sat,10
AAW,11,506.31,5,Tue,11
AAW,4,160.97,5,Fri,11
AAW,7,554.93,5,Sat,11
AAW,4,428.46,5,Tue,12
AAW,4,163.57,5,Fri,12
AAW,8,343.58,5,Sat,12
AAW,10,413.92,5,Tue,13
AAW,8,644.12,5,Fri,13
AAW,8,219.92,5,Sat,13
AAW,16,674.78,5,Tue,14
AAW,19,753.21,5,Fri,14
AAW,10,702.90,5,Sat,14
AAW,8,360.03,5,Tue,15
AAW,20,1079.81,5,Fri,15
AAW,13,720.65,5,Sat,15
AAW,9,465.43,5,Tue,16
AAW,11,816.89,5,Fri,16
AAW,5,192.15,5,Sat,16
AAW,9,343.83,5,Tue,17
AAW,7,717.93,5,Fri,17
AAW,0,-51.50,5,Sat,17
AAW,8,757.92,5,Tue,18
AAW,4,339.96,5,Fri,18
AAW,17,838.86,5,Tue,19
AAW,9,673.66,5,Fri,19
AAW,1,83.99,5,Fri,20
AAW,5,212.97,6,Wed,9
AAW,1,185.69,6,Wed,10
AAW,7,377.19,6,Sat,10
AAW,18,617.17,6,Wed,11
AAW,13,847.90,6,Sat,11
AAW,11,404.93,6,Sun,12
AAW,30,435.08,6,Wed,12
AAW,17,983.83,6,Sat,12
AAW,5,103.95,6,Sun,13
AAW,7,532.95,6,Wed,13
AAW,16,1058.84,6,Sat,13
AAW,6,504.93,6,Sun,14
AAW,4,197.96,6,Wed,14
AAW,16,1095.36,6,Sat,14
AAW,15,326.55,6,Sun,15
AAW,12,415.23,6,Wed,15
AAW,22,1016.62,6,Sat,15
AAW,10,704.41,6,Sun,16
AAW,17,961.67,6,Wed,16
AAW,37,1112.64,6,Sat,16
AAW,24,1236.31,6,Wed,17
AAW,10,735.40,6,Sat,17
AAW,26,822.93,6,Wed,18
AAW,15,676.42,6,Wed,19
AAW,1,87.99,6,Wed,20
AAW,14,464.96,7,Thu,9
AAW,7,200.43,7,Sun,10
AAW,1,1.25,7,Mon,10
AAW,4,5.29,7,Thu,10
AAW,16,1063.50,7,Sun,11
AAW,16,539.58,7,Mon,11
AAW,18,1164.96,7,Thu,11
AAW,26,747.15,7,Sun,12
AAW,6,358.04,7,Mon,12
AAW,2,102.99,7,Thu,12
AAW,18,1224.27,7,Sun,13
AAW,3,205.97,7,Mon,13
AAW,10,290.81,7,Thu,13
AAW,20,1064.33,7,Sun,14
AAW,6,383.94,7,Mon,14
AAW,29,692.11,7,Thu,14
AAW,45,1001.46,7,Sun,15
AAW,10,523.42,7,Mon,15
AAW,11,359.55,7,Thu,15
AAW,19,1147.81,7,Sun,16
AAW,5,224.95,7,Mon,16
AAW,35,820.47,7,Thu,16
AAW,2,253.48,7,Sun,17
AAW,10,417.30,7,Mon,17
AAW,11,662.75,7,Thu,17
AAW,3,142.58,7,Mon,18
AAW,0,-11.50,7,Thu,18
AAW,10,476.00,7,Thu,19
AAW,1,35.99,8,Mon,9
AAW,5,221.95,8,Tue,9
AAW,2,15.00,8,Fri,9
AAW,1,22.49,8,Mon,10
AAW,0,33.01,8,Fri,10
AAW,7,438.93,8,Mon,11
AAW,6,296.94,8,Tue,11
AAW,9,316.19,8,Fri,11
AAW,14,745.95,8,Mon,12
AAW,6,286.44,8,Tue,12
AAW,9,533.91,8,Fri,12
AAW,12,138.40,8,Mon,13
AAW,20,439.85,8,Tue,13
AAW,1,200.98,8,Fri,13
AAW,17,4.03,8,Mon,14
AAW,6,327.64,8,Tue,14
AAW,22,504.08,8,Fri,14
AAW,7,471.73,8,Mon,15
AAW,1,24.99,8,Tue,15
AAW,26,750.92,8,Fri,15
AAW,9,655.93,8,Mon,16
AAW,7,191.94,8,Tue,16
AAW,60,1500.81,8,Fri,16
AAW,9,492.44,8,Mon,17
AAW,4,73.82,8,Tue,17
AAW,12,550.90,8,Fri,17
AAW,55,727.56,8,Mon,18
AAW,1,62.04,8,Tue,18
AAW,19,382.52,8,Fri,18
AAW,34,602.42,8,Mon,19
AAW,0,-25.01,8,Tue,19
AAW,31,1128.02,8,Fri,19
AAW,14,218.66,8,Mon,20
AAW,1,15.00,8,Fri,20
AAW,1,89.99,9,Tue,9
AAW,24,572.21,9,Sat,9
AAW,9,97.49,9,Tue,10
AAW,1,109.99,9,Wed,10
AAW,24,634.37,9,Sat,10
AAW,9,254.93,9,Tue,11
AAW,2,-0.02,9,Wed,11
AAW,35,2074.18,9,Sat,11
AAW,1,23.99,9,Tue,12
AAW,8,426.67,9,Wed,12
AAW,15,963.88,9,Sat,12
AAW,34,558.00,9,Tue,13
AAW,5,248.75,9,Wed,13
AAW,26,1732.46,9,Sat,13
AAW,10,394.76,9,Tue,14
AAW,60,2594.91,9,Sat,14
AAW,6,508.94,9,Tue,15
AAW,4,239.17,9,Wed,15
AAW,48,2521.02,9,Sat,15
AAW,-24,-1775.01,9,Tue,16
AAW,15,693.19,9,Wed,16
AAW,46,2417.54,9,Sat,16
AAW,11,590.72,9,Tue,17
AAW,0,-30.00,9,Wed,17
AAW,22,1497.06,9,Sat,17
AAW,18,626.03,9,Tue,18
AAW,1,51.99,9,Wed,18
AAW,3,312.47,9,Sat,18
AAW,7,338.35,9,Tue,19
AAW,5,298.95,9,Wed,19
AAW,2,29.99,10,Thu,9
AAW,9,230.97,10,Wed,10
AAW,3,164.98,10,Thu,10
AAW,5,375.95,10,Wed,11
AAW,11,675.90,10,Sun,12
AAW,4,255.96,10,Wed,12
AAW,7,436.93,10,Thu,12
AAW,32,1627.74,10,Sun,13
AAW,1,119.99,10,Wed,13
AAW,2,208.99,10,Thu,13
AAW,25,1329.98,10,Sun,14
AAW,6,263.94,10,Wed,14
AAW,3,247.99,10,Thu,14
AAW,21,1564.25,10,Sun,15
AAW,6,342.94,10,Wed,15
AAW,5,303.85,10,Thu,15
AAW,14,1031.36,10,Sun,16
AAW,4,179.96,10,Wed,16
AAW,13,331.96,10,Thu,16
AAW,6,346.45,10,Sun,17
AAW,10,211.26,10,Wed,17
AAW,6,155.96,10,Thu,17
AAW,5,307.95,10,Wed,18
AAW,3,228.97,10,Thu,18
AAW,9,255.47,10,Wed,19
AAW,3,239.97,10,Thu,19
AAW,2,74.38,10,Wed,20
AAW,9,395.46,11,Mon,9
AAW,2,7.49,11,Thu,9
AAW,2,73.79,11,Fri,9
AAW,2,79.98,11,Mon,10
AAW,3,234.97,11,Thu,10
AAW,0,0.00,11,Fri,10
AAW,7,355.46,11,Mon,11
AAW,201,104.99,11,Thu,11
AAW,3,85.87,11,Fri,11
AAW,22,135.00,11,Mon,12
AAW,5,43.74,11,Thu,12
AAW,0,-20.40,11,Fri,12
AAW,11,721.39,11,Mon,13
AAW,6,325.97,11,Thu,13
AAW,4,350.96,11,Fri,13
AAW,8,466.93,11,Mon,14
AAW,14,410.47,11,Thu,14
AAW,7,244.97,11,Fri,14
AAW,12,341.10,11,Mon,15
AAW,16,764.51,11,Thu,15
AAW,13,336.95,11,Fri,15
AAW,29,821.87,11,Mon,16
AAW,19,478.54,11,Thu,16
AAW,1,10.99,11,Fri,16
AAW,19,923.20,11,Mon,17
AAW,3,236.87,11,Thu,17
AAW,3,116.97,11,Fri,17
AAW,25,598.74,11,Mon,18
AAW,37,3234.40,11,Thu,18
AAW,7,401.43,11,Fri,18
AAW,9,723.81,11,Mon,19
AAW,14,508.42,11,Thu,19
AAW,9,520.44,11,Fri,19
AAW,6,403.44,11,Mon,20
AAW,1,80.99,11,Thu,20
AAW,1,24.00,12,Tue,8
AAW,3,88.99,12,Tue,9
AAW,1,119.99,12,Sat,9
AAW,14,593.48,12,Tue,10
AAW,6,585.94,12,Fri,10
AAW,10,58.18,12,Sat,10
AAW,18,695.32,12,Tue,11
AAW,2,33.24,12,Fri,11
AAW,35,1440.69,12,Sat,11
AAW,10,171.84,12,Tue,12
AAW,0,60.00,12,Fri,12
AAW,7,358.13,12,Sat,12
AAW,31,968.42,12,Tue,13
AAW,17,392.43,12,Fri,13
AAW,7,476.94,12,Sat,13
AAW,8,420.96,12,Tue,14
AAW,13,432.00,12,Fri,14
AAW,8,444.92,12,Sat,14
AAW,10,357.51,12,Tue,15
AAW,2,149.98,12,Fri,15
AAW,19,918.36,12,Sat,15
AAW,15,848.17,12,Tue,16
AAW,3,137.48,12,Fri,16
AAW,19,1116.60,12,Sat,16
AAW,21,651.19,12,Tue,17
AAW,11,375.43,12,Fri,17
AAW,9,589.81,12,Sat,17
AAW,7,436.44,12,Tue,18
AAW,4,210.36,12,Fri,18
AAW,12,851.68,12,Tue,19
AAW,10,517.87,12,Fri,19
AAW,1,98.99,12,Fri,20
AAW,10,358.58,13,Wed,10
AAW,4,370.96,13,Sat,10
AAW,-1,-54.48,13,Wed,11
AAW,10,568.91,13,Sat,11
AAW,5,206.21,13,Wed,12
AAW,7,563.93,13,Sat,12
AAW,5,266.95,13,Sun,13
AAW,8,447.75,13,Wed,13
AAW,17,1033.83,13,Sat,13
AAW,16,1131.34,13,Sun,14
AAW,8,127.43,13,Wed,14
AAW,8,557.42,13,Sat,14
AAW,8,374.75,13,Sun,15
AAW,38,1185.66,13,Wed,15
AAW,10,794.01,13,Sat,15
AAW,8,412.92,13,Sun,16
AAW,17,339.02,13,Wed,16
AAW,18,578.63,13,Sat,16
AAW,8,385.42,13,Sun,17
AAW,10,647.28,13,Wed,17
AAW,19,301.91,13,Sat,17
AAW,18,1358.43,13,Wed,18
AAW,1,26.99,13,Sat,18
AAW,33,744.90,13,Wed,19
AAW,1,12.00,14,Mon,9
AAW,10,240.40,14,Mon,10
AAW,4,107.98,14,Thu,10
AAW,7,454.93,14,Mon,11
AAW,4,217.96,14,Thu,11
AAW,16,174.02,14,Sun,12
AAW,1,75.54,14,Mon,12
AAW,17,337.47,14,Thu,12
AAW,18,507.19,14,Sun,13
AAW,1,44.99,14,Mon,13
AAW,8,320.92,14,Thu,13
AAW,40,1329.71,14,Sun,14
AAW,6,394.94,14,Mon,14
AAW,29,649.42,14,Thu,14
AAW,15,826.35,14,Sun,15
AAW,4,319.96,14,Mon,15
AAW,26,907.09,14,Thu,15
AAW,8,691.92,14,Sun,16
AAW,9,799.95,14,Thu,16
AAW,4,228.26,14,Sun,17
AAW,1,-19.01,14,Mon,17
AAW,8,659.94,14,Thu,17
AAW,2,129.98,14,Mon,18
AAW,23,551.47,14,Thu,18
AAW,2,197.98,14,Mon,19
AAW,7,506.93,14,Thu,19
AAW,1,0.00,15,Mon,8
AAW,1,17.99,15,Mon,9
AAW,3,228.97,15,Tue,9
AAW,8,441.54,15,Fri,9
AAW,1,109.99,15,Tue,10
AAW,9,466.85,15,Fri,10
AAW,1,209.98,15,Mon,11
AAW,9,455.91,15,Tue,11
AAW,15,1105.87,15,Fri,11
AAW,14,316.85,15,Mon,12
AAW,2,215.98,15,Tue,12
AAW,50,1065.29,15,Fri,12
AAW,7,188.94,15,Mon,13
AAW,2,206.98,15,Tue,13
AAW,21,616.65,15,Fri,13
AAW,8,278.95,15,Mon,14
AAW,10,59.86,15,Tue,14
AAW,9,550.72,15,Fri,14
AAW,3,215.47,15,Mon,15
AAW,4,333.36,15,Tue,15
AAW,15,665.45,15,Fri,15
AAW,10,703.40,15,Mon,16
AAW,3,94.98,15,Tue,16
AAW,37,1115.68,15,Fri,16
AAW,29,425.62,15,Mon,17
AAW,15,212.36,15,Tue,17
AAW,22,1120.91,15,Fri,17
AAW,7,394.93,15,Mon,18
AAW,2,159.98,15,Tue,18
AAW,41,599.31,15,Fri,18
AAW,9,818.91,15,Mon,19
AAW,7,558.93,15,Tue,19
AAW,16,326.43,15,Fri,19
AAW,1,9.99,16,Tue,8
AAW,6,244.96,16,Tue,9
AAW,2,131.98,16,Sat,9
AAW,-1,55.52,16,Tue,10
AAW,3,134.97,16,Wed,10
AAW,7,310.69,16,Sat,10
AAW,4,111.96,16,Tue,11
AAW,42,1006.55,16,Sat,11
AAW,10,821.90,16,Tue,12
AAW,9,161.69,16,Wed,12
AAW,18,1013.64,16,Sat,12
AAW,2,254.98,16,Tue,13
AAW,1,17.49,16,Wed,13
AAW,50,2409.09,16,Sat,13
AAW,28,473.96,16,Tue,14
AAW,4,147.76,16,Wed,14
AAW,29,1716.41,16,Sat,14
AAW,33,583.92,16,Tue,15
AAW,6,502.96,16,Wed,15
AAW,26,1308.28,16,Sat,15
AAW,3,289.47,16,Tue,16
AAW,13,381.37,16,Wed,16
AAW,19,1084.22,16,Sat,16
AAW,4,193.32,16,Tue,17
AAW,11,661.41,16,Wed,17
AAW,10,586.66,16,Sat,17
AAW,7,504.93,16,Tue,18
AAW,2,-44.49,16,Wed,18
AAW,10,661.90,16,Tue,19
AAW,14,546.91,16,Wed,19
AAW,4,8.24,16,Tue,20
AAW,6,526.94,17,Wed,9
AAW,4,114.49,17,Thu,9
AAW,9,177.17,17,Wed,10
AAW,7,289.76,17,Thu,10
AAW,5,296.95,17,Wed,11
AAW,2,121.04,17,Thu,11
AAW,36,883.88,17,Sun,12
AAW,5,450.95,17,Wed,12
AAW,4,269.56,17,Thu,12
AAW,20,1170.03,17,Sun,13
AAW,4,166.46,17,Wed,13
AAW,5,182.25,17,Thu,13
AAW,22,969.11,17,Sun,14
AAW,5,268.95,17,Wed,14
AAW,2,179.98,17,Thu,14
AAW,28,1515.43,17,Sun,15
AAW,25,1003.32,17,Wed,15
AAW,1,16.99,17,Thu,15
AAW,112,380.70,17,Sun,16
AAW,6,226.97,17,Thu,16
AAW,11,938.46,17,Wed,17
AAW,14,526.88,17,Thu,17
AAW,2,131.98,17,Wed,18
AAW,11,494.33,17,Wed,19
AAW,7,227.43,17,Thu,19
AAW,3,309.97,17,Wed,20
AAW,16,334.00,18,Mon,8
AAW,1,49.00,18,Thu,8
AAW,1,1.76,18,Fri,8
AAW,15,281.99,18,Mon,9
AAW,2,109.99,18,Fri,9
AAW,6,565.44,18,Mon,10
AAW,1,89.99,18,Thu,10
AAW,4,246.96,18,Fri,10
AAW,9,279.44,18,Mon,11
AAW,6,26.98,18,Thu,11
AAW,6,438.94,18,Fri,11
AAW,11,325.95,18,Mon,12
AAW,7,100.48,18,Thu,12
AAW,12,707.40,18,Fri,12
AAW,11,349.98,18,Mon,13
AAW,18,251.38,18,Thu,13
AAW,21,1096.80,18,Mon,14
AAW,8,363.92,18,Thu,14
AAW,5,335.95,18,Fri,14
AAW,12,687.41,18,Mon,15
AAW,12,411.37,18,Thu,15
AAW,4,247.96,18,Fri,15
AAW,3,213.98,18,Mon,16
AAW,7,339.33,18,Thu,16
AAW,7,264.63,18,Fri,16
AAW,10,717.15,18,Mon,17
AAW,16,675.34,18,Thu,17
AAW,7,97.94,18,Fri,17
AAW,8,787.92,18,Mon,18
AAW,4,152.97,18,Thu,18
AAW,1,99.99,18,Fri,18
AAW,21,1261.80,18,Mon,19
AAW,11,487.28,18,Thu,19
AAW,4,69.97,18,Fri,19
AAW,5,259.95,18,Mon,20
AAW,-4,-160.00,19,Fri,8
AAW,1,-11.00,19,Tue,9
AAW,9,440.48,19,Fri,9
AAW,2,197.98,19,Sat,9
AAW,10,436.92,19,Tue,10
AAW,19,608.91,19,Fri,10
AAW,2,44.78,19,Sat,10
AAW,10,503.91,19,Tue,11
AAW,8,347.43,19,Fri,11
AAW,12,580.90,19,Sat,11
AAW,9,412.42,19,Tue,12
AAW,20,637.35,19,Fri,12
AAW,7,455.83,19,Sat,12
AAW,4,135.86,19,Tue,13
AAW,7,388.83,19,Fri,13
AAW,6,510.44,19,Sat,13
AAW,14,639.18,19,Tue,14
AAW,22,884.83,19,Fri,14
AAW,25,968.20,19,Sat,14
AAW,17,672.39,19,Tue,15
AAW,21,823.83,19,Fri,15
AAW,13,754.87,19,Sat,15
AAW,23,1023.27,19,Tue,16
AAW,19,541.37,19,Fri,16
AAW,19,884.81,19,Sat,16
AAW,8,170.97,19,Tue,17
AAW,28,948.82,19,Fri,17
AAW,17,725.83,19,Sat,17
AAW,16,275.88,19,Tue,18
AAW,8,391.53,19,Fri,18
AAW,23,979.09,19,Tue,19
AAW,20,881.34,19,Fri,19
AAW,1,98.99,19,Tue,20
AAW,8,398.42,19,Fri,20
AAW,3,183.32,20,Wed,9
AAW,14,251.34,20,Wed,10
AAW,9,337.71,20,Sat,10
AAW,16,488.17,20,Wed,11
AAW,18,1048.70,20,Sat,11
AAW,5,352.97,20,Sun,12
AAW,14,623.77,20,Wed,12
AAW,32,1363.76,20,Sat,12
AAW,2,218.98,20,Sun,13
AAW,20,810.69,20,Wed,13
AAW,41,1693.90,20,Sat,13
AAW,10,661.80,20,Sun,14
AAW,16,921.98,20,Wed,14
AAW,18,780.62,20,Sat,14
AAW,6,417.95,20,Sun,15
AAW,24,1251.39,20,Wed,15
AAW,43,1042.45,20,Sat,15
AAW,5,300.45,20,Sun,16
AAW,4,286.96,20,Wed,16
AAW,38,2042.24,20,Sat,16
AAW,2,230.98,20,Sun,17
AAW,29,1561.95,20,Wed,17
AAW,48,2240.18,20,Sat,17
AAW,32,1306.25,20,Wed,18
AAW,16,700.46,20,Sat,18
AAW,20,1180.84,20,Wed,19
AAW,3,219.97,20,Wed,20
AAW,3,83.98,21,Mon,9
AAW,-1,-55.99,21,Thu,9
AAW,0,-48.99,21,Thu,10
AAW,3,224.53,21,Mon,11
AAW,3,319.97,21,Thu,11
AAW,18,512.67,21,Sun,12
AAW,8,645.76,21,Mon,12
AAW,4,73.98,21,Thu,12
AAW,45,1371.13,21,Sun,13
AAW,8,689.92,21,Mon,13
AAW,3,347.72,21,Thu,13
AAW,45,1214.21,21,Sun,14
AAW,11,767.08,21,Mon,14
AAW,11,20.98,21,Thu,14
AAW,22,856.22,21,Sun,15
AAW,11,482.64,21,Mon,15
AAW,5,176.23,21,Thu,15
AAW,17,687.33,21,Sun,16
AAW,-1,-28.08,21,Mon,16
AAW,6,457.20,21,Thu,16
AAW,12,153.98,21,Mon,17
AAW,6,142.94,21,Thu,17
AAW,4,254.96,21,Thu,18
AAW,2,113.28,21,Mon,19
AAW,6,305.74,21,Thu,19
AAW,7,203.34,21,Thu,20
AAW,1,49.99,22,Mon,9
AAW,3,45.98,22,Fri,9
AAW,7,256.93,22,Mon,10
AAW,1,35.99,22,Tue,10
AAW,58,541.01,22,Fri,10
AAW,1,109.99,22,Mon,11
AAW,8,352.36,22,Tue,11
AAW,6,147.94,22,Fri,11
AAW,2,28.99,22,Mon,12
AAW,2,119.99,22,Tue,12
AAW,12,341.20,22,Fri,12
AAW,33,319.05,22,Mon,13
AAW,5,140.97,22,Tue,13
AAW,12,560.88,22,Fri,13
AAW,28,487.20,22,Mon,14
AAW,-1,-55.99,22,Tue,14
AAW,10,661.40,22,Fri,14
AAW,13,136.36,22,Mon,15
AAW,3,294.97,22,Tue,15
AAW,5,195.35,22,Fri,15
AAW,4,109.97,22,Mon,16
AAW,3,204.97,22,Tue,16
AAW,21,953.58,22,Fri,16
AAW,2,227.98,22,Mon,17
AAW,7,311.13,22,Tue,17
AAW,19,703.60,22,Fri,17
AAW,12,659.15,22,Mon,18
AAW,4,223.96,22,Tue,18
AAW,8,455.42,22,Fri,18
AAW,9,632.93,22,Mon,19
AAW,-1,0.21,22,Tue,19
AAW,16,564.49,22,Fri,19
AAW,-1,-109.99,22,Mon,20
AAW,1,44.99,22,Tue,20
AAW,2,224.98,22,Fri,20
AAW,1,40.49,23,Tue,9
AAW,3,43.97,23,Wed,9
AAW,4,266.46,23,Sat,9
AAW,10,611.10,23,Tue,10
AAW,4,41.96,23,Wed,10
AAW,3,334.97,23,Sat,10
AAW,12,765.58,23,Tue,11
AAW,3,83.89,23,Wed,11
AAW,18,883.61,23,Sat,11
AAW,9,660.91,23,Tue,12
AAW,5,282.95,23,Wed,12
AAW,34,1912.95,23,Sat,12
AAW,15,91.95,23,Wed,13
AAW,19,1441.92,23,Sat,13
AAW,14,547.19,23,Tue,14
AAW,7,189.46,23,Wed,14
AAW,32,1696.63,23,Sat,14
AAW,5,-118.52,23,Tue,15
AAW,3,332.97,23,Wed,15
AAW,52,1392.71,23,Sat,15
AAW,10,370.23,23,Tue,16
AAW,25,1744.16,23,Sat,16
AAW,23,1014.93,23,Tue,17
AAW,7,657.93,23,Wed,17
AAW,26,351.94,23,Sat,17
AAW,10,489.47,23,Tue,18
AAW,6,196.44,23,Wed,18
AAW,1,5.99,23,Sat,18
AAW,8,295.83,23,Tue,19
AAW,2,121.48,23,Wed,19
AAW,1,109.99,23,Tue,20
AAW,1,44.99,24,Wed,9
AAW,2,43.98,24,Wed,10
AAW,12,523.97,24,Thu,10
AAW,0,-12.00,24,Wed,11
AAW,4,169.48,24,Thu,11
AAW,16,946.34,24,Sun,12
AAW,5,350.97,24,Wed,12
AAW,3,109.97,24,Thu,12
AAW,40,1932.54,24,Sun,13
AAW,4,275.86,24,Wed,13
AAW,13,518.90,24,Thu,13
AAW,20,1338.60,24,Sun,14
AAW,11,278.90,24,Wed,14
AAW,2,80.48,24,Thu,14
AAW,43,1374.69,24,Sun,15
AAW,4,190.96,24,Wed,15
AAW,48,547.88,24,Thu,15
AAW,8,361.52,24,Sun,16
AAW,22,638.96,24,Wed,16
AAW,5,338.26,24,Thu,16
AAW,8,607.32,24,Wed,17
AAW,2,101.99,24,Thu,17
AAW,3,292.48,24,Wed,18
AAW,6,443.96,24,Thu,18
AAW,37,327.92,24,Wed,19
AAW,5,237.95,24,Thu,19
AAW,5,366.40,24,Wed,20
AAW,1,34.00,25,Mon,9
AAW,4,158.98,25,Thu,9
AAW,2,179.98,25,Mon,10
AAW,1,29.99,25,Thu,10
AAW,7,382.04,25,Fri,10
AAW,8,416.96,25,Mon,11
AAW,5,459.15,25,Thu,11
AAW,15,74.98,25,Fri,11
AAW,20,784.74,25,Mon,12
AAW,7,181.44,25,Thu,12
AAW,5,250.96,25,Fri,12
AAW,3,17.98,25,Mon,13
AAW,11,350.90,25,Thu,13
AAW,2,25.49,25,Fri,13
AAW,6,494.44,25,Mon,14
AAW,24,722.06,25,Thu,14
AAW,9,243.17,25,Mon,15
AAW,20,313.21,25,Thu,15
AAW,3,188.47,25,Fri,15
AAW,11,657.42,25,Mon,16
AAW,4,53.91,25,Thu,16
AAW,25,413.33,25,Fri,16
AAW,27,808.34,25,Mon,17
AAW,2,128.99,25,Thu,17
AAW,3,84.97,25,Fri,17
AAW,15,926.90,25,Mon,18
AAW,10,652.10,25,Thu,18
AAW,2,23.49,25,Fri,18
AAW,28,1303.99,25,Mon,19
AAW,7,534.64,25,Thu,19
AAW,2,219.98,25,Fri,19
AAW,5,251.46,25,Thu,20
AAW,1,114.99,25,Fri,20
AAW,1,109.99,26,Tue,9
AAW,3,22.97,26,Sat,9
AAW,10,448.61,26,Tue,10
AAW,11,400.94,26,Sat,10
AAW,14,564.31,26,Tue,11
AAW,3,139.97,26,Sat,11
AAW,9,353.11,26,Tue,12
AAW,3,-34.53,26,Sat,12
AAW,7,171.94,26,Tue,13
AAW,4,358.76,26,Sat,13
AAW,11,344.07,26,Tue,14
AAW,6,169.82,26,Sat,14
AAW,12,742.40,26,Tue,15
AAW,7,170.93,26,Sat,15
AAW,17,875.35,26,Tue,16
AAW,3,188.97,26,Sat,16
AAW,15,553.39,26,Tue,17
AAW,3,177.97,26,Sat,17
AAW,4,367.96,26,Tue,18
AAW,3,216.97,26,Tue,19
AAW,3,277.97,27,Wed,9
AAW,2,39.98,27,Wed,10
AAW,23,478.96,27,Wed,11
AAW,1,189.50,27,Sun,12
AAW,7,476.45,27,Wed,12
AAW,12,858.28,27,Sun,13
AAW,11,634.14,27,Wed,13
AAW,16,1096.55,27,Sun,14
AAW,14,630.08,27,Wed,14
AAW,4,250.96,27,Sun,15
AAW,11,645.30,27,Wed,15
AAW,10,874.90,27,Sun,16
AAW,15,923.35,27,Wed,16
AAW,12,952.88,27,Wed,17
AAW,48,1440.90,27,Wed,18
AAW,57,1614.07,27,Wed,19
AAW,2,147.48,27,Wed,20
AAW,7,310.95,28,Thu,9
AAW,4,120.98,28,Thu,10
AAW,3,135.98,28,Mon,11
AAW,15,340.95,28,Thu,11
AAW,2,138.99,28,Mon,12
AAW,12,133.60,28,Thu,12
AAW,1,250.00,28,Mon,13
AAW,12,905.93,28,Thu,13
AAW,3,6.00,28,Mon,14
AAW,6,620.94,28,Thu,14
AAW,16,97.28,28,Mon,15
AAW,10,369.94,28,Thu,15
